069460,대호에이엘,100,100
069500,KODEX 200,20,45
069620,대웅제약,30,45
069640,한세엠케이,40,100
069660,KOSEF 200,20,45
069730,DSR제강,40,50
069960,현대백화점,20,45
070960,용평리조트,40,45
071050,한국금융지주,20,45
071055,한국금융지주우,30,45
071090,하이스틸,40,60
071320,지역난방공사,40,50
071840,롯데하이마트,30,45
071950,코아스,100,100
071970,STX중공업,100,100
072130,유엔젤,100,100
072710,농심홀딩스,40,50
073240,금호타이어,100,100
074610,이엔플러스,50,100
075180,새론오토모티브,40,100
075580,세진중공업,40,50
077500,유니퀘스트,40,45
077970,STX엔진,100,100
078000,텔코웨어,40,50
078520,에이블씨엔씨,40,45
078930,GS,20,45
078935,GS우,40,50
079160,CJ CGV,40,50
079430,현대리바트,30,45
079550,LIG넥스원,30,45
079980,휴비스,30,45
081000,일진다이아,30,45
081660,휠라홀딩스,20,45
082640,동양생명,40,45
082740,HSD엔진,100,100
083370,동북아12호,100,100
083420,그린케미칼,40,50
084010,대한제강,40,45
084670,동양고속,40,50
084680,이월드,40,45
084690,대상홀딩스,30,45
084695,대상홀딩스우,100,100
084870,TBH글로벌,100,100
085310,엔케이,100,100
085620,미래에셋생명,40,50
086280,현대글로비스,20,45
086790,하나금융지주,20,45
088260,이리츠코크렙,40,50
088350,한화생명,30,45
088790,진도,40,100
088980,맥쿼리인프라,30,45
089470,HDC현대EP,40,45
089590,제주항공,40,60
090080,평화산업,100,100
090350,노루페인트,40,45
090355,노루페인트우,100,100
090370,메타랩스,40,100
090430,아모레퍼시픽,20,45
090435,아모레퍼시픽우,30,45
091090,세원셀론텍,100,100
091160,KODEX 반도체,40,50
091170,KODEX 은행,40,50
091180,KODEX 자동차,40,50
091220,TIGER 은행,100,100
091230,TIGER 반도체,40,50
091810,티웨이항공,40,50
092200,디아이씨,100,100
092220,KEC,40,45
092230,KPX홀딩스,40,60
092440,기신정기,40,50
092780,동양피스톤,40,50
093050,LF,30,45
093230,이아이디,100,100
093240,형지엘리트,100,100
093370,후성,30,45
094280,효성ITX,40,50
094800,맵스리얼티1,100,100
095570,AJ네트웍스,40,50
095720,웅진씽크빅,40,50
096300,베트남개발1,100,100
096760,JW홀딩스,40,50
096770,SK이노베이션,20,45
096775,SK이노베이션우,30,45
097230,한진중공업,100,100
097750,TREX 중소형가치,100,100
097950,CJ제일제당,20,45
097955,CJ제일제당 우,30,45
098560,TIGER 방송통신,100,100
099140,KODEX China H,40,50
099340,하나니켈1호,100,100
099350,하나니켈2호,100,100
100220,비상교육,40,45
100250,진양홀딩스,40,50
100840,S&TC,40,45
100910,KOSEF KRX100,40,60
101060,SBS미디어홀딩스,40,50
101140,비티원,40,100
101280,KODEX 일본TOPIX100,40,50
101530,해태제과식품,40,45
102110,TIGER 200,20,45
102260,동성코퍼레이션,40,50
102280,쌍방울,40,100
102460,이연제약,40,45
102780,KODEX 삼성그룹,20,45
102960,KODEX 기계장비,100,100
102970,KODEX 증권,40,50
103130,웅진에너지,100,100
103140,풍산,30,45
103590,일진전기,40,50
104520,KOSEF 블루칩,40,60
104530,KOSEF 고배당,40,60
104700,한국철강,40,45
105010,TIGER 라틴35,100,100
105190,KINDEX 200,20,45
105560,KB금융,20,45
105630,한세실업,30,45
105780,KBSTAR 5대그룹주,40,60
105840,우진,40,60
107590,미원홀딩스,40,50
108450,KINDEX 삼성그룹섹터,40,50
108590,TREX 200,40,60
108670,LG하우시스,30,45
108675,LG하우시스우,40,50
109070,컨버즈,100,100
111110,호전실업,40,50
111770,영원무역,30,45
112610,씨에스윈드,40,45
114090,GKL,30,45
114100,KBSTAR 국고채3년,40,50
114260,KODEX 국고채3년,30,45
114460,KINDEX 중기국고채,40,60
114470,KOSEF 국고채3년,40,50
114800,KODEX 인버스,30,45
114820,TIGER 국채3년,40,50
115390,락앤락,30,45
117460,KODEX 에너지화학,40,100
117580,대성에너지,40,45
117680,KODEX 철강,40,50
117690,TIGER 차이나항셍25,40,60
117700,KODEX 건설,40,50
118000,우리들휴브레인,100,100
119650,KC코트렐,40,50
120030,조선선재,40,50
120110,코오롱인더,30,45
120115,코오롱인더우,40,50
122090,ARIRANG 코스피50,30,45
122260,KOSEF 통안채1년,40,50
122630,KODEX 레버리지,100,100
122900,아이마켓코리아,30,45
123310,TIGER 인버스,40,50
123320,TIGER 레버리지,100,100
123690,한국화장품,40,50
123700,SJM,40,100
123890,한국자산신탁,30,45
126560,현대에이치씨엔,30,45
128820,대성산업,100,100
128940,한미약품,30,45
129260,인터지스,40,100
130660,한전산업,40,50
130680,TIGER 원유선물Enhanc,40,50
130730,KOSEF 단기자금,40,50
131890,KINDEX 삼성그룹동일,40,60
132030,KODEX 골드선물(H),30,45
133690,TIGER 미국나스닥100,30,45
133820,화인베스틸,40,50
134380,미원화학,40,60
134790,시디즈,40,50
136340,KBSTAR 중기우량회사,40,45
136490,선진,40,45
137610,TIGER 농산물선물Enha,40,50
137930,마이다스 200커버드콜,40,60
138040,메리츠금융지주,30,45
138230,KOSEF 미국달러선물,40,50
138250,엔에스쇼핑,40,45
138490,코오롱플라스틱,40,50
138520,TIGER 삼성그룹펀더멘,40,60
138530,TIGER LG그룹+펀더멘,100,100
138540,TIGER 현대차그룹+펀,100,100
138910,KODEX 구리선물(H),100,100
138920,KODEX 콩선물(H),40,100
138930,BNK금융지주,20,45
139130,DGB금융지주,30,45
139220,TIGER 200 건설,40,100
139230,TIGER 200 중공업,40,50
139240,TIGER 200 철강소재,100,100
139250,TIGER 200 에너지화학,40,50
139260,TIGER 200 IT,30,45
139270,TIGER 200 금융,40,60
139280,TIGER 경기방어,40,50
139290,TIGER 200 경기소비재,100,100
139310,TIGER 금속선물(H),100,100
139320,TIGER 금은선물(H),40,100
139480,이마트,20,45
139660,KOSEF 미국달러선물인,40,60
140570,KBSTAR 수출주,100,100
140580,KBSTAR 우량업종,100,100
140700,KODEX 보험,40,50
140710,KODEX 운송,100,100
140910,에이리츠,100,100
140950,파워 코스피100,40,60
143210,핸즈코퍼레이션,40,50
143460,KINDEX 밸류대형,40,50
143850,TIGER 미국S&P500선물,30,45
143860,TIGER 헬스케어,30,45
144600,KODEX 은선물(H),30,45
144620,코오롱머티리얼,100,100
145210,세화아이엠씨,100,100
145270,케이탑리츠,100,100
145670,KINDEX 인버스,40,100
145720,덴티움,40,45
145850,TREX 펀더멘탈 200,40,100
145990,삼양사,30,45
145995,삼양사우,100,100
147970,TIGER 모멘텀,40,50
148020,KBSTAR 200,20,45
148070,KOSEF 국고채10년,30,45
150460,TIGER 중국소비테마,30,45
152100,ARIRANG 200,20,45
152280,KOSEF 200 선물,40,60
152330,코리아오토글라스,30,45
152380,KODEX 국채선물10년,40,50
152500,KINDEX 레버리지,100,100
152550,한국ANKOR유전,100,100
152870,파워 200,40,50
153130,KODEX 단기채권,20,45
153270,KOSEF 코스피100,40,50
153360,하이골드3호,100,100
155660,DSR,40,45
155900,바다로19호,100,100
156080,KODEX MSCI Korea,40,60
157450,TIGER 단기통안채,20,45
157490,TIGER 소프트웨어,40,50
157500,TIGER 증권,100,100
159800,마이티 코스피100,40,60
160580,TIGER 구리실물,40,60
161000,애경유화,30,45
161390,한국타이어앤테크놀로,20,45
161510,ARIRANG 고배당주,30,45
161890,한국콜마,30,45
163560,동일고무벨트,40,100
166400,TIGER 200커버드콜5%O,40,100
167860,KOSEF 국고채10년레버,100,100
168300,KTOP 코스피50,40,60
168490,한국패러랠,100,100
168580,KINDEX 중국본토CSI30,30,45
169950,KODEX 중국본토 A50,40,45
170350,TIGER 베타플러스,40,100
170900,동아에스티,30,45
172580,하이골드12호,100,100
174350,TIGER 로우볼,40,50
174360,KBSTAR 중국본토대형,40,50
175330,JB금융지주,30,45
176710,파워 중기국고채,100,100
176950,KODEX 국채선물10년인,40,50
180640,한진칼,40,50
